Region,Site,Species,Treatment,Time,Nubbin,Nubbin ID,Protein cm2,Dino.density,Chla cell,Chla cm2,Pocilloporin,Holobiont,Time2
Lizard,Turtle South,Pocillopora,Juvenile,During ,original,LJ031,0.963267131,0.389443101,8.545457317,3.327969394,13.6361689,Pver(OPI40)C. pacificum,During-After
Lizard,Turtle South,Pocillopora,Juvenile,During ,original,LJ032,1.196270468,0.514557998,8.231384167,4.235524554,12.36406761,Pver(OPI40)C. pacificum,During-After
Lizard,Granite Bluff,Stylophora,Juvenile,During ,original,LJ049,0.996904377,0.382071927,7.169767857,2.739367021,21.91375222,C8 group,During-After
Lizard,Granite Bluff,Stylophora,Juvenile,During ,original,LJ050,1.090181968,0.272507518,9.595405963,2.614820261,18.05610943,C8 group,During-After
Lizard,Granite Bluff,Stylophora,Juvenile,During ,original,LJ051,1.338674812,0.559485384,3.991151826,2.23299111,18.46880015,C8 group,During-After
Lizard,Granite Bluff,Stylophora,Juvenile,During ,original,LJ052,1.267375093,0.375073673,7.140541985,2.678229309,27.55891484,C8 group,During-After
Lizard,Granite Bluff,Stylophora,Juvenile,During ,original,LJ053,1.630669475,0.287956702,7.249356021,2.087500653,14.48473988,C8 group,During-After
Lizard,Granite Bluff,Stylophora,Juvenile,During ,original,LJ054,0.981027879,,,2.57924364,14.33506601,C8 group,During-After
Lizard,Granite Bluff,Stylophora,Juvenile,During ,original,LJ055,0.985339288,0.360046478,7.016378431,2.526222341,20.40252264,C8 group,During-After
Lizard,Granite Bluff,Stylophora,Juvenile,During ,original,LJ056,1.681847807,0.384815251,5.515609415,2.122490623,14.11317044,C8 group,During-After
Lizard,Big Vicki's,Stylophora,Juvenile,During ,original,LJ065,1.051719198,0.459182889,6.269329096,2.878768645,18.74240354,C8 group,During-After
Lizard,Big Vicki's,Stylophora,Juvenile,During ,original,LJ067,0.939984825,0.448584182,5.524328605,2.47812643,30.70436476,C8 group,During-After
Lizard,Big Vicki's,Stylophora,Juvenile,During ,original,LJ068,0.981231855,0.325374664,8.560250415,2.785288606,15.58922315,C8 group,During-After
Lizard,Big Vicki's,Stylophora,Juvenile,During ,original,LJ069,1.186845124,0.420314816,4.692223039,1.972210865,29.82422114,C8 group,During-After
Lizard,Big Vicki's,Stylophora,Juvenile,During ,original,LJ070,1.321665257,0.469391115,4.91896627,2.308919063,13.45947181,C8 group,During-After
Lizard,Big Vicki's,Stylophora,Juvenile,During ,original,LJ071,1.435140742,0.469896068,5.920364066,2.781955796,21.50197804,C8 group,During-After
Lizard,Turtle South,Stylophora,Juvenile,During ,original,LJ081,1.77373338,0.441610093,6.772810036,2.99094127,22.99702664,C8 group,During-After
Lizard,Turtle South,Stylophora,Juvenile,During ,original,LJ082,1.484588687,0.486882545,6.577252218,3.202349297,17.87172024,C8 group,During-After
Lizard,Turtle South,Stylophora,Juvenile,During ,original,LJ083,1.361675269,0.594092791,4.490345566,2.667681929,26.39143699,C8 group,During-After
Lizard,Turtle South,Stylophora,Juvenile,During ,original,LJ085,1.080322295,0.219500003,8.005563492,1.757221207,25.35070524,C8 group,During-After
Lizard,Turtle South,Stylophora,Juvenile,During ,original,LJ086,1.968416694,0.28333912,9.871907407,2.797097556,25.39182374,C8 group,During-After
Lizard,Turtle South,Stylophora,Juvenile,During ,original,LJ087,0.880918033,0.44904285,5.426695513,2.436818817,20.84791686,C8 group,During-After
Lizard,Turtle South,Stylophora,Juvenile,During ,original,LJ088,1.636730849,0.238717226,12.66721321,3.023882006,20.78494029,C8 group,During-After
Lizard,Big Vicki's,Pocillopora,Juvenile,During ,original,LJ017,0.999866293,0.508275123,9.184710352,4.668359781,16.16872011,PacutaC. pacificum,During-After
Lizard,Big Vicki's,Pocillopora,Juvenile,During ,original,LJ020,1.652002139,0.505979201,9.815688776,4.966534366,14.87615569,PacutaC. pacificum,During-After
Lizard,Turtle South,Pocillopora,Juvenile,During ,original,LJ025,1.149914067,0.502040253,5.142633292,2.581808921,8.888605191,PacutaC. pacificum,During-After
